ImageName,Q1 Score,Q2 Score,Q3 Score,Q4 Score,Q5 Score,Q6 Score
YS-BH (207).jpg,50.37568,50,51,41,29.50013,30
YS-BH (212).jpg,50.855698,50,59,23,22.647865,18
YS-BH (223).jpg,54.400383,52,58,44.811096,26.738768,21.343872
YS-BH (224).jpg,65,65,53,40,41,30
YS-BH (227).jpg,58.285896,56,56,31,40,32
YS-BH (228).jpg,53.38611,50,63,48.79253,17.700901,31
YS-BH (239).jpg,54.266666,57,50,21.450413,42,11.847109
YS-BH (240).jpg,49.467575,47,43,20,25.237432,26.318314
YS-BH (245).jpg,66.52203,50,52,40,40,16.559399
YS-BH (246).jpg,59.7593,50,58,15.754137,40,38.07651
YS-BH (257).jpg,52.42008,70,51,40.52125,22.836946,20
YS-BH (258).jpg,66.61165,53,54,14.562395,19,16
YS-BH (259).jpg,61.38568,50,53,15,40,24.132484
YS-BH (260).jpg,56.52471,53,56,15.851591,30.861809,30.684525
YS-BH (269).jpg,49.810673,42.2346,49,16,37,19.540209
YS-BH (270).jpg,53.52915,50,52,40,20.271576,31
YS-BH (271).jpg,57.183617,47,47,59,31,36
YS-BH (272).jpg,54.809532,43,41,38.254745,16,19
YS-BH (273).jpg,65.366196,50,55,35.558544,38.49607,16.468311
YS-BH (274).jpg,68.38282,50,52,39,21.878548,21
YS-BH (275).jpg,54.545193,53,50,52,31.52511,19.735973
YS-BH (276).jpg,72.78984,80,70.44145,18,19.423304,19
YS-BH (277).jpg,70.95503,80,85,17,21.011858,20
YS-BH (278).jpg,68.43037,53.246906,49.33269,37,16,31.706657
YS-BH (279).jpg,86,80,79,30,21,15
YS-BH (280).jpg,67.7983,65,70,38.306892,18,30.698185
YS-BH (281).jpg,58.66608,50,51,41,39,27.29103
YS-BH (282).jpg,80,78,59.985065,50,38,32
YS-BH (283).jpg,66.18407,60,52,40,21,30.468842
YS-BH (284).jpg,65,56,61,40,36,15.604998
YS-BH (285).jpg,75,67,79,18,19,14.809223
YS-BH (286).jpg,76,80,82,27,26.289888,17
YS-BH (287).jpg,68,61,60,13.598988,25,21
YS-BH (288).jpg,75.54111,70,74,30,21,20.364067
YS-BH (289).jpg,63.13347,60,62,21,26,19
YS-BH (29).jpg,87,85,90,15,16,18
YS-BH (290).jpg,90,86,89,21.9435,25,22.383278
YS-BH (291).jpg,59,55,50,40,39,35
YS-BH (292).jpg,67,62,64,25,23.873497,16.748219
YS-BH (293).jpg,77.92572,65,70,27,28.892334,31.189045
YS-BH (294).jpg,69,64,70,15,20,18.31697
YS-BH (295).jpg,59,60,60,27,20,24
YS-BH (296).jpg,56.54886,54.93818,52,32,31.805841,38
YS-BH (30).jpg,50.934517,57,52,19,23,15
YS-BH (300).jpg,54,57,60,18,27.436743,21
YS-BH (31).jpg,58.979095,53.985096,53,24,34.233273,19.821304
YS-BH (38).jpg,53.34809,51.75594,60,17.678564,15.253238,14
YS-BH (486).jpg,65,59,63,16,20,25
YS-BH (487).jpg,64.0139,60,62,18,19.488092,27.84571
YS-BH (488).jpg,63,60,65,28.069181,26,18.880947
YS-BH (489).jpg,68,53,654,26.366858,20,18.77139
YS-BH (49).jpg,61.76346,60,64,20,24.529346,28.673939
YS-BH (490).jpg,62.32312,63,63,21,25,19
YS-BH (491).jpg,58,53,51,22,28,30
YS-BH (492).jpg,75,70,63,30,26,15
YS-BH (50).jpg,74.63894,70,62,28,17,18
YS-BH (51).jpg,65.11549,63.06982,63,21,30,21
YS-BH (52).jpg,88.06105,79.9518,,30,25,23
YS-BH (63).jpg,57.57171,52.281437,58,36,39.33506,30
YS-BH (64).jpg,58,56,54,38.090363,34,34.826096
YS-BH (71).jpg,56,53,58,17,20,17.013119
YS-BH (72).jpg,56,57,53,18,20,19
YS-BH (83).jpg,62.70208,52,61,18.871244,19,17
YS-BH (84).jpg,72.32497,60,51.21911,26,22.141253,16.864347
YS-BH (85).jpg,75.22804,60,53,30,23.043839,29
YS-BH (86).jpg,55.88293,53,52,16,20,21
YS-BH (97).jpg,59.532516,56,59,34,30,31
YS-DL (100).jpg,55.83895,50,62,20,27.720238,19
YS-DL (101).jpg,57.499504,54,56,15,20,23.606087
YS-DL (102).jpg,51.68138,53.611515,57,18,20,23
YS-DL (103).jpg,59.20806,53,54,15,24,30
YS-DL (104).jpg,57.09402,52,53,34,29,19.00674
YS-DL (105).jpg,77.444626,60,54,30,31,28
YS-DL (106).jpg,74.656166,51,60,,17.282768,15.726715
YS-DL (107).jpg,62.992226,63,60,16,20,22.320581
YS-DL (108).jpg,68.52035,50,58,20,19,15.829176
YS-DL (109).jpg,75.1082,60,73,30,18,24.860016
YS-DL (11).jpg,62.330177,60,53.062172,26,20,34
YS-DL (110).jpg,60.460342,58,51,18,26,36
YS-DL (111).jpg,51,50,52,24,30,32.113926
YS-DL (112).jpg,59,52,52,24.911121,17,16
YS-DL (113).jpg,53.697823,54,58,16,22.60986,17
YS-DL (114).jpg,53.204216,50,58,36,29,35
YS-DL (115).jpg,61.355797,54,59,38,34,25
YS-DL (116).jpg,59.724007,57,54,15.438888,36,25.891241
YS-DL (117).jpg,55.701424,50,52,24,30,22.795109
YS-DL (118).jpg,51,50,53,30,24,18.32404
YS-DL (119).jpg,63.244286,60,63,30,34.55848,28.711662
YS-DL (12).jpg,60,64,63,18,30,26.546665
YS-DL (120).jpg,54,59,58,15,17,22.399845
YS-DL (121).jpg,52.40899,51,56,16,19,17
YS-DL (122).jpg,62.44879,60,55,25,27,20
YS-DL (123).jpg,80,71.04573,85,19,17,16
YS-DL (124).jpg,74.28571,50.195164,51,31.264072,21,35.42364
YS-DL (125).jpg,57.950535,50,51,30.960045,30.917858,16.750109
YS-DL (126).jpg,59,51,51.18082,17,32.697285,23.035847
YS-DL (127).jpg,66.70216,66.555405,53,17.50553,15,15.626459
YS-DL (128).jpg,53.79444,50,53,33.82003,17,18
YS-DL (129).jpg,50.51928,52,58,15,30,20
YS-DL (13).jpg,54.545193,53,50,52,31.52511,19.735973
YS-DL (130).jpg,72.78984,80,70.44145,18,19.423304,19
YS-DL (131).jpg,70.95503,80,85,17,21.011858,20
YS-DL (132).jpg,68.43037,53.246906,49.33269,37,16,31.706657
YS-DL (133).jpg,86,80,79,30,21,15
YS-DL (134).jpg,67.7983,65,70,38.306892,18,30.698185
YS-DL (135).jpg,58.66608,50,51,41,39,27.29103
YS-DL (14).jpg,80,78,59.985065,50,38,32
YS-DL (146).jpg,66.18407,60,52,40,21,30.468842
YS-DL (151).jpg,65,56,61,40,36,15.604998
YS-DL (152).jpg,75,67,79,18,19,14.809223
YS-DL (155).jpg,76,80,82,27,26.289888,17
YS-DL (164).jpg,52.707016,50,53,37,26.1702,18.26783
YS-DL (167).jpg,52.716534,50,59.56295,23.31845,28.324663,18
YS-DL (168).jpg,49.29267,43.54608,46,17,20.522625,15
YS-DL (173).jpg,45.92417,40,47,55.321854,50,56
YS-DL (184).jpg,57.8302,58.596863,52,44.38459,58,51
YS-DL (185).jpg,54.42485,52,53,47,46,41
YS-DL (186).jpg,57,53,56,35.92128,42.981457,41
YS-DL (187).jpg,50.37568,50,51,41,29.50013,30
YS-DL (198).jpg,50.855698,50,59,23,22.647865,18
YS-DL (199).jpg,54.400383,52,58,44.811096,26.738768,21.343872
YS-DL (25).jpg,65,65,53,40,41,30
YS-DL (26).jpg,58.285896,56,56,31,40,32
YS-DL (31).jpg,53.38611,50,63,48.79253,17.700901,31
YS-DL (32).jpg,54.266666,57,50,21.450413,42,11.847109
YS-DL (43).jpg,49.467575,47,43,20,25.237432,26.318314
YS-DL (44).jpg,66.52203,50,52,40,40,16.559399
YS-DL (47).jpg,59.7593,50,58,15.754137,40,38.07651
YS-DL (48).jpg,52.42008,70,51,40.52125,22.836946,20
YS-DL (60).jpg,66.61165,53,54,14.562395,19,16
YS-DL (64).jpg,61.38568,50,53,15,40,24.132484
YS-DL (65).jpg,56.52471,53,56,15.851591,30.861809,30.684525
YS-DL (66).jpg,49.810673,42.2346,49,16,37,19.540209
YS-DL (67).jpg,53.52915,50,52,40,20.271576,31
YS-DL (68).jpg,57.183617,47,47,59,31,36
YS-DL (69).jpg,54.809532,43,41,38.254745,16,19
YS-DL (70).jpg,65.366196,50,55,35.558544,38.49607,16.468311
YS-DL (71).jpg,68.38282,50,52,39,21.878548,21
YS-DL (72).jpg,54.545193,53,50,52,31.52511,19.735973
YS-DL (73).jpg,72.78984,80,70.44145,18,19.423304,19
YS-DL (74).jpg,70.95503,80,85,17,21.011858,20
YS-DL (75).jpg,68.43037,53.246906,49.33269,37,16,31.706657
YS-DL (76).jpg,86,80,79,30,21,15
YS-DL (77).jpg,67.7983,65,70,38.306892,18,30.698185
YS-DL (78).jpg,58.66608,50,51,41,39,27.29103
YS-DL (79).jpg,80,78,59.985065,50,38,32
YS-DL (80).jpg,66.18407,60,52,40,21,30.468842
YS-DL (81).jpg,65,56,61,40,36,15.604998
YS-DL (82).jpg,75,67,79,18,19,14.809223
YS-DL (83).jpg,76,80,82,27,26.289888,17
YS-DL (84).jpg,68,61,60,13.598988,25,21
YS-DL (85).jpg,75.54111,70,74,30,21,20.364067
YS-DL (86).jpg,63.13347,60,62,21,26,19
YS-DL (87).jpg,87,85,90,15,16,18
YS-DL (88).jpg,90,86,89,21.9435,25,22.383278
YS-DL (89).jpg,59,55,50,40,39,35
YS-DL (90).jpg,67,62,64,25,23.873497,16.748219
YS-DL (91).jpg,77.92572,65,70,27,28.892334,31.189045
YS-DL (98).jpg,69,64,70,15,20,18.31697
YS-DL (99).jpg,59,60,60,27,20,24
YS-GZ (19).jpg,56.54886,54.93818,52,32,31.805841,38
YS-GZ (20).jpg,50.934517,57,52,19,23,15
YS-GZ (21).jpg,54,57,60,18,27.436743,21
YS-GZ (22).jpg,58.979095,53.985096,53,24,34.233273,19.821304
YS-GZ (33).jpg,53.34809,51.75594,60,17.678564,15.253238,14
YS-GZ (40).jpg,65,59,63,16,20,25
YS-GZ (41).jpg,64.0139,60,62,18,19.488092,27.84571
YS-GZ (42).jpg,63,60,65,28.069181,26,18.880947
YS-GZ (53).jpg,68,53,654,26.366858,20,18.77139
YS-GZ (54).jpg,61.76346,60,64,20,24.529346,28.673939
YS-GZ (55).jpg,62.32312,63,63,21,25,19
YS-GZ (6).jpg,58,53,51,22,28,30
YS-GZ (60).jpg,75,70,63,30,26,15
YS-GZ (7).jpg,74.63894,70,62,28,17,18
YS-LYG (1).jpg,65.11549,63.06982,63,21,30,21
YS-LYG (105).jpg,88.06105,79.9518,,30,25,23
YS-LYG (106).jpg,57.57171,52.281437,58,36,39.33506,30
YS-LYG (113).jpg,58,56,54,38.090363,34,34.826096
YS-LYG (114).jpg,56,53,58,17,20,17.013119
YS-LYG (125).jpg,56,57,53,18,20,19
YS-LYG (126).jpg,62.70208,52,61,18.871244,19,17
YS-LYG (127).jpg,72.32497,60,51.21911,26,22.141253,16.864347
YS-LYG (128).jpg,75.22804,60,53,30,23.043839,29
YS-LYG (139).jpg,55.88293,53,52,16,20,21
YS-LYG (144).jpg,59.532516,56,59,34,30,31
YS-LYG (145).jpg,55.83895,50,62,20,27.720238,19
YS-LYG (146).jpg,57.499504,54,56,15,20,23.606087
YS-LYG (154).jpg,51.68138,53.611515,57,18,20,23
YS-LYG (155).jpg,59.20806,53,54,15,24,30
YS-LYG (156).jpg,57.09402,52,53,34,29,19.00674
YS-LYG (157).jpg,77.444626,60,54,30,31,28
YS-LYG (158).jpg,74.656166,51,60,,17.282768,15.726715
YS-LYG (159).jpg,62.992226,63,60,16,20,22.320581
YS-LYG (160).jpg,68.52035,50,58,20,19,15.829176
YS-LYG (161).jpg,75.1082,60,73,30,18,24.860016
YS-LYG (162).jpg,62.330177,60,53.062172,26,20,34
YS-LYG (163).jpg,60.460342,58,51,18,26,36
YS-LYG (164).jpg,51,50,52,24,30,32.113926
YS-LYG (165).jpg,59,52,52,24.911121,17,16
YS-LYG (166).jpg,53.697823,54,58,16,22.60986,17
YS-LYG (167).jpg,53.204216,50,58,36,29,35
YS-LYG (168).jpg,61.355797,54,59,38,34,25
YS-LYG (17).jpg,59.724007,57,54,15.438888,36,25.891241
YS-LYG (177).jpg,55.701424,50,52,24,30,22.795109
YS-LYG (178).jpg,51,50,53,30,24,18.32404
YS-LYG (179).jpg,63.244286,60,63,30,34.55848,28.711662
YS-LYG (18).jpg,60,64,63,18,30,26.546665
YS-LYG (180).jpg,54,59,58,15,17,22.399845
YS-LYG (191).jpg,52.40899,51,56,16,19,17
YS-LYG (192).jpg,62.44879,60,55,25,27,20
YS-LYG (193).jpg,80,71.04573,85,19,17,16
YS-LYG (194).jpg,74.28571,50.195164,51,31.264072,21,35.42364
YS-LYG (2).jpg,57.950535,50,51,30.960045,30.917858,16.750109
YS-LYG (23).jpg,59,51,51.18082,17,32.697285,23.035847
YS-LYG (24).jpg,66.70216,66.555405,53,17.50553,15,15.626459
YS-LYG (268).jpg,53.79444,50,53,33.82003,17,18
YS-LYG (269).jpg,50.51928,52,58,15,30,20
YS-LYG (270).jpg,60.219955,90.25051,31.921528,54.676872,25.485586,19
YS-LYG (271).jpg,52.235214,41,53,28.262075,17.861677,23
YS-LYG (272).jpg,70,68,63,28,19,20.402428
YS-LYG (273).jpg,92.708115,88,67.7913,23,15,18.03778
YS-LYG (275).jpg,75.63228,63,69,19,23.788977,16
YS-LYG (276).jpg,60.790268,54,67,18,23,21
YS-LYG (277).jpg,67.20018,61,67,28,18,23.421482
YS-LYG (278).jpg,72.344734,64,66,20,28,36.52773
YS-LYG (279).jpg,71.72651,68,65,17,24,17
YS-LYG (280).jpg,85,81,74.12244,20,15.557508,25
YS-LYG (282).jpg,60.257706,58.47748,68,17,25,17.018633
YS-LYG (283).jpg,65.41687,52.99992,59,23,20,21
YS-LYG (284).jpg,29,25,26,20,27,23.854546
YS-LYG (285).jpg,83.010025,80.150375,65,24,24,30.904392
YS-LYG (286).jpg,80,65.870094,74,26,38.379925,20.911383
YS-LYG (287).jpg,56.775272,53.491344,63,26,19,17.025831
YS-LYG (35).jpg,65.6001,60,64,23,21,28.269928
YS-LYG (36).jpg,58.5457,60.54125,64,33.531322,26,21.950975
YS-LYG (37).jpg,70,65,67,23,20,19.267014
YS-LYG (38).jpg,58.06946,55,54,29,25.653734,23.943142
YS-LYG (49).jpg,65,64,61,24,31.73885,18.60926
YS-LYG (5).jpg,63,53,57.650482,30,33.86431,20.889622
YS-LYG (56).jpg,50.32937,57,55.013725,25,33.910507,21
YS-LYG (57).jpg,65,58,58,28,22.346615,17
YS-LYG (58).jpg,62,54,57,29,17,21.301191
YS-LYG (6).jpg,77.24845,65,57,30,21,35.06252
YS-LYG (69).jpg,68,59,58,31,25,19.133688
YS-LYG (70).jpg,68,57,59,25,26,19
YS-LYG (71).jpg,71.20984,68,60,24,26,16.55929
YS-LYG (78).jpg,64,58,72,29,25,17.583818
YS-LYG (90).jpg,52.891136,51,72,25,35.978394,11.475457
YS-LYG (91).jpg,61.139946,59.33172,59,25,26,25.268093
YS-LYG (92).jpg,76.981926,69,63,24,28,12.204695
YS-LYG (94).jpg,76.36443,72,63,30,29.761559,35.892902
YS-NB (1).jpg,62.242027,53,64,28,25.64708,22.019447
YS-NB (100).jpg,60.084793,60,63,31,24,29.66399
YS-NB (103).jpg,74.90649,63,63,26,21,17.787725
YS-NB (104).jpg,54,52,62,29,31,19.895899
YS-NB (105).jpg,57.205986,53,52,25,25.621792,15.825628
YS-NB (11).jpg,61,58,63,30,24,21.439741
YS-NB (110).jpg,52.412376,51,52,31,33,31.008923
YS-NB (111).jpg,53,52,54.08719,26,29,14.941935
YS-NB (112).jpg,64,63,58.65154,32,21,18.844582
YS-NB (113).jpg,59.037117,54,64,26,30,11.444836
YS-NB (114).jpg,74.335976,63,68,33,21,31.171696
YS-NB (117).jpg,69.60733,64,73,29,23,32.2111
YS-NB (118).jpg,58.5457,60.54125,64,33.531322,26,21.950975
YS-NB (119).jpg,70,65,67,23,20,19.267014
YS-NB (12).jpg,58.06946,55,54,29,25.653734,23.943142
YS-NB (122).jpg,65,64,61,24,31.73885,18.60926
YS-NB (123).jpg,63,53,57.650482,30,33.86431,20.889622
YS-NB (124).jpg,50.32937,57,55.013725,25,33.910507,21
YS-NB (125).jpg,65,58,58,28,22.346615,17
YS-NB (126).jpg,62,54,57,29,17,21.301191
YS-NB (13).jpg,77.24845,65,57,30,21,35.06252
YS-NB (131).jpg,68,59,58,31,25,19.133688
YS-NB (132).jpg,68,57,59,25,26,19
YS-NB (133).jpg,71.20984,68,60,24,26,16.55929
YS-NB (134).jpg,64,58,72,29,25,17.583818
YS-NB (138).jpg,52.891136,51,72,25,35.978394,11.475457
YS-NB (139).jpg,61.139946,59.33172,59,25,26,25.268093
YS-NB (14).jpg,76.981926,69,63,24,28,12.204695
YS-NB (140).jpg,76.36443,72,63,30,29.761559,35.892902
YS-NB (145).jpg,62.242027,53,64,28,25.64708,22.019447
YS-NB (146).jpg,60.084793,60,63,31,24,29.66399
YS-NB (147).jpg,74.90649,63,63,26,21,17.787725
YS-NB (149).jpg,54,52,62,29,31,19.895899
YS-NB (150).jpg,57.205986,53,52,25,25.621792,15.825628
YS-NB (153).jpg,61,58,63,30,24,21.439741
YS-NB (154).jpg,52.412376,51,52,31,33,31.008923
YS-NB (165).jpg,53,52,54.08719,26,29,14.941935
YS-NB (166).jpg,64,63,58.65154,32,21,18.844582
YS-NB (171).jpg,59.037117,54,64,26,30,11.444836
YS-NB (172).jpg,74.335976,63,68,33,21,31.171696
YS-NB (18).jpg,69.60733,64,73,29,23,32.2111
YS-NB (183).jpg,58.5457,60.54125,64,33.531322,26,21.950975
YS-NB (184).jpg,70,65,67,23,20,19.267014
YS-NB (185).jpg,58.06946,55,54,29,25.653734,23.943142
YS-NB (186).jpg,65,64,61,24,31.73885,18.60926
YS-NB (19).jpg,63,53,57.650482,30,33.86431,20.889622
YS-NB (197).jpg,50.32937,57,55.013725,25,33.910507,21
YS-NB (2).jpg,65,58,58,28,22.346615,17
YS-NB (20).jpg,62,54,57,29,17,21.301191
YS-NB (204).jpg,77.24845,65,57,30,21,35.06252
YS-NB (205).jpg,68,59,58,31,25,19.133688
YS-NB (206).jpg,68,57,59,25,26,19
YS-NB (21).jpg,71.20984,68,60,24,26,16.55929
YS-NB (217).jpg,64,58,72,29,25,17.583818
YS-NB (218).jpg,52.891136,51,72,25,35.978394,11.475457
YS-NB (219).jpg,61.139946,59.33172,59,25,26,25.268093
YS-NB (226).jpg,76.981926,69,63,24,28,12.204695
YS-NB (237).jpg,76.36443,72,63,30,29.761559,35.892902
YS-NB (238).jpg,62.242027,53,64,28,25.64708,22.019447
YS-NB (239).jpg,60.084793,60,63,31,24,29.66399
YS-NB (240).jpg,74.90649,63,63,26,21,17.787725
YS-NB (25).jpg,54,52,62,29,31,19.895899
YS-NB (251).jpg,57.205986,53,52,25,25.621792,15.825628
YS-NB (252).jpg,61,58,63,30,24,21.439741
YS-NB (257).jpg,52.412376,51,52,31,33,31.008923
YS-NB (258).jpg,53,52,54.08719,26,29,14.941935
YS-NB (269).jpg,64,63,58.65154,32,21,18.844582
YS-NB (270).jpg,59.037117,54,64,26,30,11.444836
YS-NB (273).jpg,74.335976,63,68,33,21,31.171696
YS-NB (274).jpg,69.60733,64,73,29,23,32.2111
YS-NB (29).jpg,61.139946,59.33172,59,25,26,25.268093
YS-NB (3).jpg,76.981926,69,63,24,28,12.204695
YS-NB (30).jpg,76.36443,72,63,30,29.761559,35.892902
YS-NB (33).jpg,62.242027,53,64,28,25.64708,22.019447
YS-NB (38).jpg,60.084793,60,63,31,24,29.66399
YS-NB (39).jpg,74.90649,63,63,26,21,17.787725
YS-NB (4).jpg,62,54,57,19,28,19
YS-NB (40).jpg,61,57,55,19.661373,31.842134,16.420118
YS-NB (41).jpg,59.218323,56,57,16,28.08474,12.216525
YS-NB (48).jpg,62,62,59,25,25.802141,10.047421
YS-NB (49).jpg,70,65,68,24,19,33.607925
YS-NB (50).jpg,74,71,69,23,30,19.030684
YS-NB (52).jpg,68,59,70,21,25,27.27663
YS-NB (63).jpg,77.2078,64,74,20,27.052996,17.265865
YS-NB (64).jpg,64,53,61,27,24,19.656528
YS-NB (65).jpg,64,58,62,24,27,20
YS-NB (66).jpg,60.7157,50.501354,64,29,25,33.23992
YS-NB (733).jpg,67,62,66,22,15.371285,24.625984
YS-NB (734).jpg,62,55,60,23,27.070559,32.93021
YS-NB (735).jpg,58.131744,53,61,21,18,33.029354
YS-NB (736).jpg,63,54,61,27,21,27.00771
YS-NB (737).jpg,63.83216,58.432434,60.30028,27.211094,25,23
YS-NB (738).jpg,75.99696,71,75.6148,22,24,17.690672
YS-NB (739).jpg,95.70555,80,86,28,24.079376,23.88116
YS-NB (740).jpg,89.01996,78,81,30,26,17
YS-NB (741).jpg,74.9404,68,67.145645,17,20.024439,15.044416
YS-NB (742).jpg,65.05993,61,63,30,38.389244,23.760513
YS-NB (743).jpg,60.214264,60,63,28,21,31.692978
YS-NB (744).jpg,65,52,64,21.622879,23,22.827751
YS-NB (745).jpg,81,74,79.36279,25,21,31.867992
YS-NB (746).jpg,81,72,89,17,26,22.235592
YS-NB (747).jpg,65,59,59,24,24,21.535591
YS-NB (75).jpg,82,77.47795,94.311806,21,15,17.54916
YS-NB (76).jpg,85,78,79,20.59704,15.2972975,21
YS-NB (77).jpg,84,73,72.86857,16,23,19.724684
YS-NB (78).jpg,85,75,80,20,17,17
YS-NB (82).jpg,76,74,73,25,32.828594,15.951787
YS-NB (83).jpg,78,62,72,21,36.41445,31
YS-NB (84).jpg,75,57,70,21,29,28
YS-NB (85).jpg,73,56.07784,72,35.58645,20,16.044369
YS-NB (86).jpg,73,67.36237,69,18,26,30.937107
YS-NB (87).jpg,65,57,58,10.540049,25,18.469778
YS-NB (88).jpg,65,63.579082,60,32.452103,18,15.843128
YS-NB (89).jpg,85.42103,83.482925,81,37.633812,26.085955,34.17098
YS-NB (90).jpg,69.42335,57,59,25,36,21
YS-NB (91).jpg,65,59,64.74716,22.9913,21,19
YS-NB (96).jpg,58,57.376842,53,36.530907,29,15.382286
YS-NB (97).jpg,61,59,58,15,21,17.550367
YS-NB (98).jpg,75.53479,68,73,40.033623,30,28.871803
YS-NB (99).jpg,56.93391,54,57,23,33.9041,22.645329
YS-QD (1).jpg,63,54,61,27,21,27.00771
YS-QD (10).jpg,63.83216,58.432434,60.30028,27.211094,25,23
YS-QD (105).jpg,75.99696,71,75.6148,22,24,17.690672
YS-QD (106).jpg,95.70555,80,86,28,24.079376,23.88116
YS-QD (107).jpg,89.01996,78,81,30,26,17
YS-QD (11).jpg,74.9404,68,67.145645,17,20.024439,15.044416
YS-QD (118).jpg,65.05993,61,63,30,38.389244,23.760513
YS-QD (119).jpg,60.214264,60,63,28,21,31.692978
YS-QD (12).jpg,65,52,64,21.622879,23,22.827751
YS-QD (120).jpg,81,74,79.36279,25,21,31.867992
YS-QD (127).jpg,81,72,89,17,26,22.235592
YS-QD (13).jpg,65,59,59,24,24,21.535591
YS-QD (138).jpg,82,77.47795,94.311806,21,15,17.54916
YS-QD (139).jpg,85,78,79,20.59704,15.2972975,21
YS-QD (14).jpg,84,73,72.86857,16,23,19.724684
YS-QD (140).jpg,85,75,80,20,17,17
YS-QD (141).jpg,76,74,73,25,32.828594,15.951787
YS-QD (152).jpg,78,62,72,21,36.41445,31
YS-QD (153).jpg,75,57,70,21,29,28
YS-QD (1534).jpg,73,56.07784,72,35.58645,20,16.044369
YS-QD (1535).jpg,73,67.36237,69,18,26,30.937107
YS-QD (1536).jpg,65,57,58,10.540049,25,18.469778
YS-QD (1537).jpg,65,63.579082,60,32.452103,18,15.843128
YS-QD (1538).jpg,85.42103,83.482925,81,37.633812,26.085955,34.17098
YS-QD (1539).jpg,69.42335,57,59,25,36,21
YS-QD (1540).jpg,65,59,64.74716,22.9913,21,19
YS-QD (1541).jpg,58,57.376842,53,36.530907,29,15.382286
YS-QD (1542).jpg,61,59,58,15,21,17.550367
YS-QD (1543).jpg,75.53479,68,73,40.033623,30,28.871803
YS-QD (1544).jpg,63,54,61,27,21,27.00771
YS-QD (1545).jpg,63.83216,58.432434,60.30028,27.211094,25,23
YS-QD (1546).jpg,75.99696,71,75.6148,22,24,17.690672
YS-QD (1547).jpg,95.70555,80,86,28,24.079376,23.88116
YS-QD (1548).jpg,89.01996,78,81,30,26,17
YS-QD (1549).jpg,74.9404,68,67.145645,17,20.024439,15.044416
YS-QD (1550).jpg,65.05993,61,63,30,38.389244,23.760513
YS-QD (1551).jpg,60.214264,60,63,28,21,31.692978
YS-QD (1552).jpg,65,52,64,21.622879,23,22.827751
YS-QD (1553).jpg,81,74,79.36279,25,21,31.867992
YS-QD (1554).jpg,81,72,89,17,26,22.235592
YS-QD (1555).jpg,65,59,59,24,24,21.535591
YS-QD (1556).jpg,82,77.47795,94.311806,21,15,17.54916
YS-QD (1557).jpg,85,78,79,20.59704,15.2972975,21
YS-QD (1558).jpg,84,73,72.86857,16,23,19.724684
YS-QD (1559).jpg,85,75,80,20,17,17
YS-QD (1560).jpg,76,74,73,25,32.828594,15.951787
YS-QD (1561).jpg,78,62,72,21,36.41445,31
YS-QD (158).jpg,75,57,70,21,29,28
YS-QD (1597).jpg,73,56.07784,72,35.58645,20,16.044369
YS-QD (1604).jpg,73,67.36237,69,18,26,30.937107
YS-QD (161).jpg,65,57,58,10.540049,25,18.469778
YS-QD (170).jpg,65,63.579082,60,32.452103,18,15.843128
YS-QD (173).jpg,85.42103,83.482925,81,37.633812,26.085955,34.17098
YS-QD (174).jpg,69.42335,57,59,25,36,21
YS-QD (175).jpg,65,59,64.74716,22.9913,21,19
YS-QD (186).jpg,58,57.376842,53,36.530907,29,15.382286
YS-QD (191).jpg,61,59,58,15,21,17.550367
YS-QD (192).jpg,75.53479,68,73,40.033623,30,28.871803
YS-QD (193).jpg,63,54,61,27,21,27.00771
YS-QD (2).jpg,63.83216,58.432434,60.30028,27.211094,25,23
YS-QD (217).jpg,75.99696,71,75.6148,22,24,17.690672
YS-QD (218).jpg,95.70555,80,86,28,24.079376,23.88116
YS-QD (224).jpg,89.01996,78,81,30,26,17
YS-QD (225).jpg,74.9404,68,67.145645,17,20.024439,15.044416
YS-QD (23).jpg,65.05993,61,63,30,38.389244,23.760513
YS-QD (231).jpg,60.214264,60,63,28,21,31.692978
YS-QD (232).jpg,65,52,64,21.622879,23,22.827751
YS-QD (238).jpg,81,74,79.36279,25,21,31.867992
YS-QD (239).jpg,81,72,89,17,26,22.235592
YS-QD (24).jpg,65,59,59,24,24,21.535591
YS-QD (245).jpg,82,77.47795,94.311806,21,15,17.54916
YS-QD (25).jpg,85,78,79,20.59704,15.2972975,21
YS-QD (252).jpg,84,73,72.86857,16,23,19.724684
YS-QD (253).jpg,85,75,80,20,17,17
YS-QD (3).jpg,76,74,73,25,32.828594,15.951787
YS-QD (32).jpg,78,62,72,21,36.41445,31
YS-QD (397).jpg,65,65,53,40,41,30
YS-QD (398).jpg,58.285896,56,56,31,40,32
YS-QD (399).jpg,53.38611,50,63,48.79253,17.700901,31
YS-QD (4).jpg,54.266666,57,50,21.450413,42,11.847109
YS-QD (400).jpg,49.467575,47,43,20,25.237432,26.318314
YS-QD (401).jpg,66.52203,50,52,40,40,16.559399
YS-QD (402).jpg,59.7593,50,58,15.754137,40,38.07651
YS-QD (403).jpg,52.42008,70,51,40.52125,22.836946,20
YS-QD (404).jpg,66.61165,53,54,14.562395,19,16
YS-QD (405).jpg,61.38568,50,53,15,40,24.132484
YS-QD (406).jpg,56.52471,53,56,15.851591,30.861809,30.684525
YS-QD (407).jpg,49.810673,42.2346,49,16,37,19.540209
YS-QD (408).jpg,53.52915,50,52,40,20.271576,31
